randomization of the rubella virus rna genome (10 consecutive cycles to ensure complete nucleotide randomization) was performed by means of the bioweb server (http://www.cellbiol.com/ scripts/randomizer/dna_protein_sequence_randomizer. php),1
"moderating effect on aggravated assault rate of macro-environment population on micro-downloaded from https://academic.oup.com/sf/article-abstract/92/2/563/2235813 by simon@cos.io, simon@cos.io on 21 0vember 2019",0
"the coefficient estimate of land concentration in the ols regression (see the internet appendix, available online at http://www.afajof.org/supplement.asp)",0
"sequence data and all analytical code is publicly available at https://github.com/blab/mers-structure (dudas, 2017)",1
"for comparison, walmart, now america's largest employer, had 800,000 workers in the united states in 2002 at the beginning of our study period (see annual report, http://s2.q4cdn.com/056532643/files/doc_ financials/2002/2002-annual-report-for-walmart-stores-inc_130202939459524585. pdf), which grew to 1.4 million by 2009 (see",0
"the rpvl concentration was varying from 0.2 mg ml -1 to 0.2 \u03bcg ml -1 and the four datasets are available from the cfg site with prim-screen_codes 5693, 5695, 5696 and 4697 (http://www.functionalglycomics.org)",1
"the cost of social security, various issues gdp per capita in 1990 geary-khamis dollars maddison 1995 communist parties expenditure t-1 variable a δ social expenditure social gdp per capita party https:/communist available at percentage of votes for mackie and rose 1991",0
"doing this type of analysis at the individual-level would require panel survey data, which are available only for a few elections across the region.44 kramer 1983, 93.https://doi.org/10.1017/s0043887110000286 downloaded from https://www.cambridge.org/core. university of melbourne library,",0
data on water systems in the united states are available from the safe drinking water information system:http://www.epa.gov/enviro/facts/sdwis//,1
supplementary data to this article can be found online at http://dx.doi.org/10.1016/j.evolhumbehav.2012.09.001.,1
individual geo profiles discussed in this review may be freely accessed at https://www.ncbi.nlm.nih.gov/geoprofiles/ by entering the geo profile id provided in the text search box.,0
the ictv web site and all applications accessing the ictv database are available from http://ictv.global/,1
"in addition, prediction models from japan (http://www. jma.go.jp/jp/kosa/index.html), korea (http:// web.kma.go.kr/eng/asi/asi_02_04.jsp), and the united states (http://www.nrlmry.navy.mil/ aerosol/index_shortcuts.html) were also used by tepa to predict ads trajectories",1
the sequencing results were aligned with the influenza sequences deposited in the global initiative on sharing avian influenza data (gisaid) database (http://platform.gisaid.org) and in the influenza research database (ird) (http:// www.fludb.org/) to identify the correct types and subtypes of the viruses.,1
the lower bound estimate comes from head start program fact sheet fy 2007 (http://www.acf.hhs.gov/ programs/ohs/about/fy2007.html),0
microarray data is often publicly available and comparative analysis with the transcriptional profile from patients with other diseases could be studied at databases such as innatedb http://www.innatedb.ca/,1
supplementary information accompanies this paper at https://doi.org/10.1038/s41467-018-08015-x,0
"to complement snp prioritization, snps were further analysed by regulomedb (http://regulomedb.org/)",1
all the data used are publicly available from the website of national health commission of the people’s republic of china at http://www.nhc.gov.cn/yjb/new_index.shtml,1
"for example, according to the world health organization (who), by the end of 2015 there were nearly 37 million people infected with hiv, with two million new cases and about one million deaths occurring that year (http://www.who.int/).",0
"all dendrograms were plotted by the itol online tool (http://itol.embl.de/itol.cgi), and the other figures were generated by r software",1
"moderating effect on aggravated assault rate of macro-environment population on micro-downloaded from https://academic.oup.com/sf/article-abstract/92/2/563/2235813 by simon@cos.io, simon@cos.io on 21 november 2019<",0
all clean reads were aligned to the reference genome (https://www.ncbi.nlm.nih.gov/assembly/gcf_000002315.4/) using tophat2 [28],0
"participants for this study were taken from waves 1 through 5 of the flourishing families study, an ongoing, longitudinal study of families with adolescents (see http://flourishing families.byu.edu/)",0
"the dog racing data are taken from http://www.greyhound-data.com, a web site run by an international consortium of greyhound enthusiasts",1
a supplementary appendix may be found in the online version of this article at http://onlinelibrary.wiley.com/doi/10.1111/puar.12797/full.,0
"recent online compilation of open-source transcriptomic profiling of immunologically relevant cell types is available through the reference database of immune cells (refdic), http://refdic.rcai.riken.jp (hijikata et al., 2007)",1
the chemical structures of the compounds were downloaded from zinc (http://zinc.docking.org) and chemicalbook database (http://www. chemicalbook.com) respectively,1
data were downloaded from mds's website: http://www.mds.gov.br/bolsafamilia and http://aplicacoes.mds.gov.br/sagi/ferramentassagi_menu/internet.php,1
genome sizes were estimated (est.) by using c-values (dna content per pg) from the animal genome size database (http://genomesize.com) and by applying the following formula: genome size = (0.978 \u00b7 10 9 ) \u00b7 c,1
supplementary data to this article can be found online at http://dx.doi.org/10.1016/j.evolhumbehav.2014.07.007.,1
the full list of oligosaccharides with fluorescence intensities is available from cfg web site (http://www.functionalglycomics.org),1
"the commands mapper.pl and mirdeep2.pl in the software mirdeep2 (version: mirdeep2_0_0_7) were used for mapping sample reads to the human genome (version hg19, http:// hgdownload.cse.ucsc.edu/downloads.html) and detecting conserved mirna",1
"prediction of tmd length and position of pfcrt s or pfcrt r was carried out using the predictors tmhmm2 [39] (www.cbs.dtu.dk/services/tmhmm), memsat [40] (http://saier-144-21.ucsd.edu/barmemsat.html) and split4 [41] (http://split.pmfst.hr/split/4/)",1
the data are available from the antitrust division web site (www.usdoj.gov/atr/public/10804a.htm and http://www.usdoj.gov/atr/public/workstats.htm,1
the supplementary material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fmicb. 2018.01753/full#supplementary-material,0
with a copy number of 16s rrna of one or two (https://rrndb.umms.med.umich.edu/) and with a test volume of 5 \u03bcl the lowest concentration which could be detected is around 1-2 cfu/assay.,0
supplementary information accompanies this paper at https://doi.org/10. 1186/s13063-020-04237-x.,0
"holothuria from the identification result, some actinobacteria from h. leucospilota (hl 108, hl 111, hl 255, hl 66 and hl 268) show less than 98% similarity to the next type strains when compared to those in the ncbi database (http://www.ncbi.nlm.nih.gov/; using the basic local alignment search tool (blast)) and thus are representatives of a putative new bacterial species",1
"the secondary structures (alpha helices, beta strands and random coils) of the protein were predicted by using bioinformatics tools available on website http://npsa-pbil.ibcp.fr",1
3. u.s. census bureau american factfinder (http://factfinder.census.gov/home/ saff/main.html?_lang=en).,1
lectins (sna and maaii) used in this study were purchased from vector laboratories which were shown to bind to the appropriate sialic acid linkages with a high degree of specificity by glycan microarray screening (http://www.functionalglycomics.org).,0
downloaded from https://academic.oup.com/jcr/article-abstract/40/1/1/1792205 by guest on 22 april 2019,0
the pbn-matlab-toolbox (http://code.google.com/p/pbn-matlab-toolbox/downloads/list) with the synchronous updating scheme was employed in this algorithm for the boolean simulation,1
we verified the results using the jcoda software (http://www.tcnj.edu/nayaklab/jcoda),1
we approximated a complete list of occupations based on the u.s. department of labor's occupational employment survey (oes) of 2012 (http://www.bls.gov/oes/special.requests/oesm12all.zip),1
"the sgrnas against eif4a, eif4e, eif4g (primers were listed in supplementary table s3 ) were designed using freely available online tools (https://www.genscript.com/grna-database.html)",1
"phylogenetic analysis was performed using the software mega v4.0 (molecular genetic analysis software; http://www.megasoftware.net), specifically applying a maximum-composite-likelihood method that generated neighbor-joining and bootstrapped trees of phylogeny with 1,000 replicates; all other parameters were set by default. doi:10.1371/journal.pone.0060345.g002",1
the scripts used to merge the different annotation files and to calculate overlaps between annotations can be found at https://github.com/rnajena/bats ncrna,1
"at the end of 2018, two new bat genomes were presented by the bat1k project (http://bat1k.ucd.ie) (2), comprising a newer version of the greater horseshoe bat genome (rhinolophus ferrumequinum; rhinolophidae) and the genome of the pale spear-nose bat (phyllostomus discolor; phyllostomidae)",0
the data on the ownership of treasury securities are from http://fms.treas.gov/bulletin/index.html,1
"all materials, data and code are available under https://osf.io/4rmnv",1
"to validate the aps model, we started out from the 111 ""minor"" occupations of the international standard classification of occupations (http://www.ilo.org/public/english/bureau/stat/isco/docs/resol08. pdf)",0
"on february 11, 2020, a multi-center study on 8,866 patients including 4,021 confirmed covid-19 patients presented a more updated illustration of the epidemic as follows (https://mp.weixin.qq.com/s/ ulbi-hx_rhpxa1qha2bhda).",0
the supplementary material for this article can be found online at: http://journal.frontiersin.org/article/10.3389/fmicb. 2015.00518/abstract,0
all the data described in this study are available from the dryad digital repository: https://doi.org/10.5061/dryad.1802hj0,1
an earlier version of this paper (available at http://www.aeaweb.org/articles.php?doi=10.1257/aer.99.3.750) uses structural estimation techniques to deal flexibly with the issue,0
the complete open practices disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797617697739,0
"from 2003 to 2016, highly pathogenic avian h5n1 influenza virus has caused 856 human infection cases worldwide with a high mortality rate of 52.8% (http://101.96.8.164/www. who.int/entity/influenza/human_animal_interface/2017_ 01_16_tableh5n1.pdf)",0
additional information about this project could be found at: http://www.tifyc-uah.org/tifyc/index.php?option¼com_proyectos&view¼proyecto&id_proyecto¼64&lang¼en,0
supplementary data to this article can be found online at http://dx.doi.org/10.1016/j.evolhumbehav.2013.05.003.,1
"we are thankful to the r community for sustaining the development of free, open-source statistical software, to github (http://www.github.com) for providing code hosting facilities, and to travis (https://travis-ci.org/), appveyor (https://www.appveyor.com/), and codecov (https://codecov.io/) for providing free resources for unit testing",0
national oceanic and atmospheric administration (noaa) air resources laboratory hybrid single particle lagrangian integrated trajectory (hysplit) model (http://www.arl.noaa.gov/hysplit-bin/ trajtype.pl?runtype=archive) and global wind data from noaa's national centers for environmental prediction reanalysis data sets (http://ready.arl.noaa.gov/readycmet.php).,1
"the viral hemorrhagic fever consortium (available at: http://www.vhfc.org) is a partnership of academic and industry scientists who are developing diagnostic tests, therapeutic agents, and vaccines for lassa fever, ebola, and other severe diseases",0
"analysis of fmri data was performed by using the fmri expert analysis tool version 6 (fmrib's software library, http://www.fmrib.ox.ac.uk/fsl; s. m.",1
"all data were entered into a custom-designed database (expression array manager) and analyzed with resolver 4.0 (rosetta biosoftware, http://www.rosettabio.com/) and spotfire deci-sionsite for functional genomics (spotfire, http://www.spotfire.com/)",1
pairwise sequence identity calculations were performed using clustal w software within dnastar 7.0 software (available at https://www.dnastar.com/),1
"in the online supplement [http://asr.sagepub.com/supplemental]) are lower, but only modestly lower, because individuals who had their own internet access were much more likely to find partners online",0
"supplementary data associated with this article can be found, in the online version, at http://dx.doi.org/10.1016/j.cognition.2016.01.016.",1
"for a detailed description of the probability-based methods used by gfk to construct and maintain a representative internet panel, see http:// www.knowledgenetworks.com/ganp/reviewer-info.html.",0
"the data collection was conducted by accessing any publicly available source of information on the trust board composition, including annual reports and organizations' official websites (e.g., http://www. leedsth.nhs.uk/about-us/ for leeds teaching hospital trust), giving details of who sits on boards and short biographies.",0
"each reaction was run in triplicate using taqman 2x pcr universal master mix (applied biosystems, http:// www.appliedbiosystems.com/) with primers and probe specific for the sars-cov nucleoprotein gene [7] , or for macaque cellular genes (sequences shown in table 1 )",0
each lasted between 20 and 30 years. 2. bureau of justice statistics (http://www.ojp.usdoj.gov/bjs),0
full details of the ypp survey and the sampling procedures are available on the authors' website (http://ypp.dmlcentral.net/projects/youth-participatory-politics-survey-project).,0
"the alignment was complemented by additional sequences released independently on gisaid (https://www. gisaid.org), confirming the good matching of selected primers to all sequences",0
are either self-explanatory or can be found in the documentation at http:// youthandreligion.org,0
microarray expression data are available at gene expression omnibus (geo) database (http://www.ncbi.nlm.nih.gov/geo/) under the accession number gse76563,1
"we thank niaid biodefense and emerging infections research resources repository (bei resources) for providing some reagents used in this study.this work was partially supported by nih grant ai107379, by sdsu aes 3ah-477, by national science foundation/epscor (http://www.nsf.gov/od/iia/programs/epscor/ index.jsp) award iia-1335423, and by the state of south dakota's governor's office of economic development as a south dakota research innovation center.",0
structure-related figures were generated using pymol (http://www.pymol.org/) and coot.,1
journal of public administration research and theory downloaded from https://academic.oup.com/jpart/article-abstract//22/2/195/912272 by the university of melbourne user on 20 september 2019,0
this dataset is summarized intable 8and directly available at https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-2706/.,1
"this content downloaded from 128.250.144.144 on fri, 09 aug 2019 19:14:15 utc all use subject to https://about.jstor.org/terms",0
"in addition, commercial databases including kyoto encyclopedia of genes and genomes (kegg, http://www.genome.jp/kegg/) and national institute of standards and technology (nist, http:// www.nist.gov/index.html) were utilized to search for metabolic pathways",1
"next, trained raters assigned occupational information network (o*net) codes to the written job titles using the publicly available online database: http://www.onetonline.org/",1
"publication bias was assessed using winpepi software (http://www.brixtonhealth.com/pepi4windows.html) [26] , by visually examining a funnel plot and formally assessing asymmetry with both the egger test [27] and the rank correlation test",1
supplementary data to this article can be found online at https:// doi.org/10.1016/j.jesp.2018.04.001.,1
"we mapped political labels into the six political orientations, mainly based on the allocation chosen by laurent de boissieu in his blog ""france politique"": http://www.france-politique.fr/",0
"cpi is obtained from the us bureau of labor statistics (http://www.bls.gov/cpi/data.htm), and its value is normalized to be one for the year 1992 equity vol volatility of monthly net equity returns in the 12month period ending at each fiscal year-end.",1
the location of a-helices and b-sheets were revealed by comparison to other picornavirus sequences using cn3d 4.1 (http://130.14.29.110/structure/cn3d/cn3d.shtml) (data not shown).,1
"to generate guide rna targeting irf3, exon sequence of irf3 was submitted to an online software (http://tools.genomeengineering.org) to obtain potential grna targets (see table s1 for grna sequences)",1
human infections with hp h5n1 have been reported in bangladesh and myanmar (http:// www.oie.int/eng/info_ev/en_ai_avianinfluenza.htm),0
"protein expression is summarized in table 6 , and histological images and details for these data are available online at http://www.proteinatlas.org/ ensg00000146399-taar1/tissue/primary$+$data",1
"for more details, see the uniform crime reporting codebook at http://www.fbi.gov/ucr/handbook/ucrhandbook04.pdf",0
we then examined the list of targets predicted by targetscan computer software (http://www.targetscan. org/) for the mirna species that had the most consistent and significant changes in expression following influenza a virus infection (table 2 ) [20],1
supplementary data to this article can be found online at http://dx. doi.org/10.1016/j.evolhumbehav.2012.09.001,1
supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.learninstruc.2017.01.006,1
the data on the ownership of treasury securities are from http://fms.treas.gov/bulletin/index.html.,1
two new species c rhinoviruses were detected from non-alri patients and designated as hrv-c47 and hrv-c48 by the picornaviridae study group (http://www.picornastudygroup.com/ types/enterovirus/hrv-c.htm),0
"downloaded from https://www.cambridge.org/core. university of melbourne library,",0
note. 1-minute versions of the five sounds can be downloaded from http://dx.doi.org/10.1016/j.jesp.2014.05.022 (see appendix b).,0
replication files are available in the harvard dataverse at http://dx.doi.org/10.7910/dvn/thndtr.,1
"downloaded from https://academic.oup.com/jpart/article-abstract/27/3/400/3063828 by simon@cos.io, simon@cos.io on 21 november 2019 representation is moderated by the way minority-supportive policies are presented",0
sequences were compared with all available sequences in the nonredundant genbank database [16] via the blastn (http://blast.ncbi.nlm.nih.gov/blast.cgi) tool,1
data were abstracted from the medical records using a detailed standardized instrument (http://www.fragilefamilies.princeton.edu/medrecs.asp),1
the index and underlying data on legal variables are available on the author's website ( http://pages.uoregon.edu/smckeon ),1
the microarray data have been submitted to the geo database (http://www.ncbi.nlm.nih.gov/geo/) under accession number gse66320,1
code availability. main algorithms were integrated into ce-blast web server and can be accessed at http://badd.tongji.edu.cn/ce_blast/ or http://bidd2.nus.edu. sg/czw/ce_blast/.,1
"because relative humidity and specific humidity data were not available for all 15 regions, we supplemented our climate data using information from the national oceanic and atmospheric administration records, accessible from the weather underground website (http://www.wunderground. com/)",0
"the full dataset of this microarray experiment has been deposited at the gene expression omnibus of the national centre of biotechnology information (http://ncbi. nlm.nih.gov/geo, accession number gse18850). the quality control data for the microarray experiment are shown in table s4 .",1
the supplementary material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fpubh,0
"in the one health field, this has begun with the animal health, human health and food security organizations working collaboratively on the fao/oie/who tripartite collaboration on antimicrobial resistance (amr: http://www.who.int/foodsafety/areas_work/antimicrobial-resistance/ tripartite/en/).",0
"according to the russian ministry of finance, the effective social tax rate in 2004 was 30.4% (http://www1.minfin.ru/off˙inf/769.htm)",0
voting data are matched on the primary county for each group and were compiled from polidata demographic and political guides (http://www.polidata.org).,1
hardy-weinberg equilibrium (hwe) was tested using the method described by guo and thompson [30] with the arlequin software version 3.0 (http://cmpg.unibe.ch/software/arlequin3) [31] .,1
"supplementary material is available at social forces online, http://sf.oxford journals.org/.",0
"first, the compound information of ar, amr, and sr were collected from chemical databases, including the traditional chinese medicines integrated database (tcmid, http://www.megabionet.org/ tcmid/, which contains information from the tcm@taiwan, traditional chinese medicine information database (tcm-id), herbal ingredients' targets (hit; accessed in may 2016) database, traditional chinese medicine systems pharmacology (tcmsp; http://lsp.nwsuaf.edu.cn/tcmsp.php; accessed in may 2016) database, the cardiovascular disease herbal database (cvdhd, http://pkuxxj.pku.edu.cn/cvdhd/; accessed in may 2016), and the chinese academy of sciences chemistry database (http://www.organchem.csdb.cn/scdb/; accessed in may 2016)",1
see http://www.centerdata. nl/en/databank/liss-panel-data-0 and http://www.lissdata.nl/lissdata/ access_data/rules_and_conditions,1
downloaded from https://academic.oup.com/jcr/article-abstract/35/5/715/1785170 by university of virginia library user on 03 may 2019,0
"gss samples have also included spanish-speaking respondents. 6. for details on the collection procedures and weights for the gss, see appendix 1 to the codebook for the cumulative data file: http://publicdata.0rc.org:41000/gss/documents//book/gss_codebook_appendixa.pdf",0
"these complement data-driven international efforts to detect eid events including the joint who-oie-fao global early warning system (glews) for health threats and emerging risks at the human -animal-ecosystems interface (http://www.glews.net/), active detection of possible eid events via international media reports by the global public health intelligence network (gphin), and passive detection of eid events by interested, voluntarily participating public health, infectious disease, veterinary, microbiology and academic experts in systems such as promed (https://www. promedmail.org/) and health map (https://www.healthmap.org/en/) [111] .",0
polyphen-2 (http://genetics.bwh.harvard.edu/pph2/) was used to predict the possible impact of an amino acid substitution on both structure and function of protein by analysis of multiple sequence alignment and protein 3d structure (adzhubei et al. 2013),1
"the one health concept recognizes that impacts of ecosystem changes on human health may act indirectly, e.g. via impacts on food and water security or by affecting biodiversity [17, 30, 31] , and the un food and agriculture organization has adopted the one health approach (http://www.fao.org/ asiapacific/perspectives/one-health/en/).",0
"nucleotide sequences of the single-stranded (ss) rna genomes of coronavirus, picornavirus, and hiv (reference strains and unclassified species) were downloaded from the viralzone database (http://viralzone.expasy.org/) [7, 8] .",1
"data and replication materials are available at the ajps dataverse (http://thedata.harvard.edu/dvn/dv/ajps), doi:10.7910/dvn/29505",1
"to view supplementary material for this article, please visit https://doi.org/10.1017/xps.2017.28",0
experiment materials and data are available at https://dataverse. harvard.edu/dataset.xhtml?persistentid=doi:10.7910/dvn/ hmcrd7.,1
data on office-holder identity drawn from tse: http://www.tse.jus.br/eleicoes/eleicoesanteriores/.,1
taar1-specific results can be viewed directly at https://www.proteinatlas.org/ ensg00000146399-taar1/tissue.,0
the source data for analysis in this work are available in pubchem [https://pubchem,1
supplementary data associated with this article can be found in the online version http://psidonline.isr.umich.edu.,1
the preregistration is available at https://aspredicted.org/8eg66.pdf,0
"to view supplementary material for this article, please visit https://doi.org/10.1017/xps.2017.33",0
"sir paul nurse, cancer research uk your research papers will be: available free of charge to the entire biomedical community peer reviewed and published immediately upon acceptance cited in pubmed and archived on pubmed central yours -you keep the copyright submit your manuscript here: http://www.biomedcentral.com/info/publishing_adv.asp",0
supplementary data related to this article can be found at http:// dx.doi.org/10.1016/j.jenvp.2013.07.010.,1
the reis data is available online at: http://www.bea.gov/regional/downloadzip.cfm,1
short biographies of the forest service's past chiefs are available at http://www.foresthistory.org/ aspnet/people/chiefs.aspx.,0
"the data collection was conducted by accessing any publicly available source of information on the trust board composition, including annual reports and organizations' official websites (e.g., http://www.leedsth.nhs.uk/about-us/ for leeds",0
"each subject is assigned through a system of randomisation called http://www.randomizer.at/, which decided with which ppe system the subject is supposed to start the testing series.",0
this paper is available at http://www.people.hbs.edu/wkerr/,0
"in case of renal disease, the international renal interest society (iris) staging system is recommended for therapy, follow-up and prognosis (http:// www.iris-kidney.com).",0
"we prefer to use our data, which are based measurement error. by using the three surveys, because each survey was 0t conducted in exacthis content downloaded from 128.250.144.144 on tue, 06 aug 2019 19:43:26 utc all use subject to https://about.jstor.org/terms",0
"conservation medicine receives input from both the social sciences and bioinformatics. fields such as sociology, economics and anthropology inform the http://www.parasitesandvectors.com/content/2/s1/s7 science and the practice of conservation medicine by revealing potential causes of human behaviour relevant to human-induced environmental change",0
the corresponding decay rate constants for mhv (d v ) and ifna (d i ) were estimated by a linear regression procedure for the log-transformed values of the virus titer and ifn concentration using graphpad prism v.4 software (http://www. graphpad.com),1
the stimuli used in the experiments appear in videos s1 and s2 in the supplemental material available online; they can also be viewed at http://cvl.psych.ucla.edu/causal-action-2016.html,0
sequence percent identities were calculated using software which was part of the emboss package (http://www. ebi.ac.uk/tools/emboss/),1
"world bank 2008. 48 di tella, donna, and macculloch 2008. 49 see corruption perception indexes at http://www.transparency.org/. 50 ar0ld and samuels forthcoming; roberts 2008.https://doi.org/10.1017www.cambridge.org/core/terms",0
sars-cov rna was retrievable from evag before the present outbreak; specific products such as rna transcripts for the here-described assays were first retrievable from the evag online catalogue on 14 january 2020 (https://www.european-virus-archive.com),0
"and http://www.wiesehomeier.net/.) in the second and third steps, we filled in gaps using five-point ideology scores from the pop-eleches (2009) and coppedge (1998) data sets, respectively",0
see online appendix b for more information about the alp. a comparison of the alp and alternative data sources is available at https://mmicdata.rand.org/alp/index.php?page=comparison,1
the fragments were aligned at position 1523-2115 of the complete s gene using blast (http://blast.ncbi.nlm.nih.gov/blast.cgi),1
the research in this article earned open materials and open data badges for transparent practices. materials and data for the experiment are available at https://figshare.com/articles/mcclung_and_reicher_representing_other_minds_data/5401633.,1
"cpi is obtained from the us bureau of labor statistics (http://www.bls.gov/cpi/data.htm), and its value is 0rmalized to be one for the year 1992 equity vol volatility of monthly net equity returns in the 12month period ending at each fiscal year-end. monthly equity returns are obtained from the crsp monthly stock file.",1
supplementary information accompanies this paper at https://doi.org/10.1038/s41467-018-04171-2,0
supplementary data to this article can be found online at https://doi.org/10.1016/j.jesp.2018.04.001.,1
the corrected version of the article is available here: http://dx.doi.org/10.1037/a0024710 doi: 10.1037/a0028854,0
"global map of zika virus infection content source: centers for disease control and prevention, sep 2018 updated.(https://wwwnc.cdc.gov/travel/page/world-map-areaswith-zika)",0
"downloaded from https://academic.oup.com/jcr/article-abstract/44/3/651/3096199/it-s-too-pretty-to-use-when-and-how-enhanced by adam ellsworth, adam ellsworth on 06 september 2017",0
"thus, we report the three types of experiences (pleasant, stressful encounters, stressful thoughts) as the outcomes, but provide supplementary tables in appendix s1 on the journal of marriage and family website (http://onlinelibrary.wiley.com/journal/ 10.1111/(issn)1741-3737) for each type of daily experience.",0
the targets were further enriched to kegg pathways to create the targetspathways relationship using the online tool string 82 (http://string-db.org/),1
see http://www.centerdata.nl/en/databank/liss-panel-data-0 and http://www.lissdata.nl/lissdata/access_data/rules_and_conditions,1
"the band intensities of all the test and control conditions was calculated by two independent densitometric scans using imagej software (nih imagej, http://rsb.info.nih.gov/nih-image/)",1
see the supplemental online appendix (available at http://www.journals.cambridge.org/psr2012004) for confidence intervals for other models,0
"phylodb can be downloaded at the following url: https://scripps.ucsd.edu/labs/aallen/data/ (see \""databases and collections\"")",1
"to gain insight into the functions of differentially expressed genes, associated gene ontology (go) terms were identified using david bioinformatics resources (version 6.7, http://david. abcc.ncifcrf.gov/).",1
"by number of articles4 data represent the total number of articles per month based on a search of the factiva database (http://global.factiva.com) in the following sources: ""major news and business publications",1
"in ecology, the object is monitoring of biogeography and global biodiversity information (e.g. ebutterfly-http://www.e-butterfly.org/ and ispot-https://www. ispotnature.org/)",0
the web server of ce-blast can be accessed at http://badd.tongji.edu.cn/ce_blast/ or http://bidd2. nus.edu.sg/czw/ce_blast/.,0
we collect the county-level results for presidential elections from the atlas of us presidential elections (http://uselectionatlas.org),0
"in addition, a gorilla mhc-b allotype bearing c1 was identified from analysis of the gorilla shotgun sequences available at the ncbi trace archive website (http://www.ncbi.nlm.nih.gov/traces/ home/), and generated by the sanger center as part of the gorilla genome project.",1
"on the journal of marriage and family website [http://onlinelibrary.wiley.com/journal/10.1111/ (issn)1741-3737]). the legal context was examined at the national level given that, in the european context, the same set of legal rights for same-sex unions often apply across all regions within a country.",0
"the rosenwald school plans embraced some school hygiene issues, including lighting, ventilation, and bathrooms (see http://www.preservationnation.org/travel-and-sites/ sites/southern-region/rosenwald-schools).",0
supplemental material to this paper is available at http://dx.doi.org/10.1287/mnsc.2015.2269.,0
annotation of the splice positions and correlation with functional properties were completed by using an on-line splice prediction software (http://www.fruitfly.org/seq_tools/ splice. html) and the genscan software (http://genes.mit. edu/genscan.html).,1
"the artifact detection toolbox (art; http://www.nitrc.org/projects/arti fact_detect/) was used to detect functional movement more than 3 sd from an individual's mean, more than 0.5 mm translational, and more than 0.01 degrees of rotation scan-to-scan movement.",1
the parameter estimation was carried out using either matlab 7.0 routines (http://www.mathworks.com) or absoft pro fortran developer (http://www.absoft.com) and imsl function minimization code zxmin based on a quasi-newton method.,0
